Dev ID,Family,Module Name,Location,Description
7688713 [16],Cisco NCS 1002,NCS1K-2KW-AC,0/PM1,Network Convergence System 1000 2KW AC PSU
143055922 [27],Cisco NCS 1002,N/A,0/PM1,FPD Module
143055922 [77],Cisco NCS 1002,NCS1K-2KW-AC,0/PM1,Network Convergence System 1000 2KW AC PSU
143055923 [130],Cisco NCS 1002,NCS1K-2KW-AC,0/PM1,Network Convergence System 1000 2KW AC PSU
143055923 [58],Cisco NCS 1002,N/A,0/PM1,FPD Module
143055945 [49],Cisco NCS 1002,N/A,0/PM1,FPD Module
143055945 [10],Cisco NCS 1002,NCS1K-2KW-AC,0/PM1,Network Convergence System 1000 2KW AC PSU
143055946 [17],Cisco NCS 1002,N/A,0/PM1,FPD Module
143055946 [56],Cisco NCS 1002,NCS1K-2KW-AC,0/PM1,Network Convergence System 1000 2KW AC PSU
7688710 [117],Cisco NCS 1002,N/A,0/RP0,CPU Module
7688713 [87],Cisco NCS 1002,N/A,0/RP0,CPU Module
7688715 [28],Cisco NCS 1002,N/A,0/RP0,CPU Module
143055922 [61],Cisco NCS 1002,N/A,0/RP0,CPU Module
143055923 [50],Cisco NCS 1002,N/A,0/RP0,CPU Module
143055945 [3],Cisco NCS 1002,N/A,0/RP0,CPU Module
143055946 [42],Cisco NCS 1002,N/A,0/RP0,CPU Module
7688710 [66],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
7688710 [44],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688710 [69],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
7688710 [53],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
7688710 [33],Cisco NCS 1002,NCS1K-CNTLR,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
7688710 [7],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
7688710 [54],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
7688710 [64],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
7688710 [15],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
7688710 [25],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688710 [48],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
7688710 [92],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
7688713 [18],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
7688713 [13],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688713 [103],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
7688713 [1],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688713 [47],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
7688713 [89],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
7688713 [77],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
7688713 [5],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
7688713 [32],Cisco NCS 1002,NCS1K-CNTLR,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
7688713 [111],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
7688713 [114],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
7688713 [25],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
7688715 [75],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688715 [5],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
7688715 [33],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
7688715 [60],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
7688715 [43],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
7688715 [32],Cisco NCS 1002,NCS1K-CNTLR,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
7688715 [7],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
7688715 [81],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
7688715 [78],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
7688715 [31],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
7688715 [22],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
7688715 [37],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688715 [77],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688715 [3],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055922 [84],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055922 [87],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
143055922 [28],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
143055922 [133],Cisco NCS 1002,NCS1K-CNTLR-K9,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
143055922 [7],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055922 [91],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055922 [71],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
143055922 [14],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
143055922 [39],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055922 [137],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055922 [127],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
143055922 [46],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055923 [95],Cisco NCS 1002,NCS1K-CNTLR,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
143055923 [29],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
143055923 [87],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055923 [121],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
143055923 [23],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055923 [53],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055923 [71],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055923 [14],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055923 [17],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055923 [109],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
143055923 [16],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
143055923 [139],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
143055945 [22],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
143055945 [65],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055945 [54],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055945 [36],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055945 [52],Cisco NCS 1002,NCS1K-CNTLR,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
143055945 [40],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055945 [72],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
143055945 [1],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
143055945 [31],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
143055945 [16],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
143055945 [73],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055945 [62],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055946 [6],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055946 [33],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for Admin VM
143055946 [8],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Virtual Processor Module for RP-XR VM
143055946 [65],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Primary BIOS programmed
143055946 [36],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055946 [26],Cisco NCS 1002,NCS1K-CNTLR,0/RP0-CPU Complex  (Davenport),Network Convergence System 1000 Controller
143055946 [41],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Sensor Module
143055946 [51],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Processor Module
143055946 [43],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
143055946 [67],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),"Backup BIOS, if primary BIOS failed to boot"
143055946 [48],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),Dual Inline Memory Module - DIMM
143055946 [58],Cisco NCS 1002,N/A,0/RP0-CPU Complex  (Davenport),CPU FPGA FPD Module
7688710 [10],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
7688713 [11],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
7688715 [73],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
143055922 [49],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
143055923 [69],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
143055945 [2],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
143055946 [2],Cisco NCS 1002,N/A,0/RP0-Hot Spot Sensor Module,Storage Module - SPI
7688710 [90],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688713 [46],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688715 [70],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055922 [32],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055923 [108],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055945 [68],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055946 [1],Cisco NCS 1002,NCS1002-K9,Rack 0-LineCard Chassis backplane,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688710 [112],Cisco NCS 1002,NCS1K-CNTLR,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
7688713 [117],Cisco NCS 1002,NCS1K-CNTLR,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
7688715 [38],Cisco NCS 1002,NCS1K-CNTLR,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
143055922 [81],Cisco NCS 1002,NCS1K-CNTLR-K9,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
143055923 [34],Cisco NCS 1002,NCS1K-CNTLR,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
143055945 [27],Cisco NCS 1002,NCS1K-CNTLR,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
143055946 [29],Cisco NCS 1002,NCS1K-CNTLR,Rack 0-RouteProcessor Slot 0,Network Convergence System 1000 Controller
7688710 [76],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688713 [49],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688715 [63],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055922 [54],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055923 [78],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055945 [13],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055946 [44],Cisco NCS 1002,NCS1002-K9,Rack 0-Virtual Line Card ,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055918 [12],Cisco NCS 2006,NCS2K-MF-DEG-5,MF-DEG-5,No Description Listed
143055919 [5],Cisco NCS 2006,NCS2K-MF-DEG-5,MF-DEG-5,No Description Listed
143055920 [8],Cisco NCS 2006,NCS2K-MF-DEG-5,MF-DEG-5,No Description Listed
143055921 [19],Cisco NCS 2006,NCS2K-MF-DEG-5-CV,MF-DEG-5-CV,No Description Listed
143055918 [14],Cisco NCS 2006,NCS2K-MF-M16LC-CV,MF-M16LC-CV,No Description Listed
143055921 [13],Cisco NCS 2006,NCS2K-MF-M16LC-CV,MF-M16LC-CV,No Description Listed
7688707 [17],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
7688707 [22],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
7688707 [39],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
7688707 [10],Cisco NCS 2006,NCS2K-MF-M16LC-CV,MF-MPO-16LC,No Description Listed
7688707 [3],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
143055919 [8],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
143055920 [10],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
143055920 [24],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
143055921 [20],Cisco NCS 2006,NCS2K-MF-MPO-16LC,MF-MPO-16LC,No Description Listed
143055918 [17],Cisco NCS 2006,NCS2K-MF-UPG-4,MF-UPG-4,No Description Listed
143055919 [11],Cisco NCS 2006,NCS2K-MF-UPG-4,MF-UPG-4,No Description Listed
143055920 [2],Cisco NCS 2006,NCS2K-MF-UPG-4,MF-UPG-4,No Description Listed
143055921 [23],Cisco NCS 2006,NCS2K-MF-UPG-4-CV,MF-UPG-4-CV,No Description Listed
7688693 [5],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688696 [2],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688697 [4],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688698 [3],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688699 [3],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688700 [4],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688701 [3],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688705 [7],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688706 [6],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688708 [3],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688709 [6],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688721 [7],Cisco NCS 2006,MECH-UNIT,No Location Listed,MECH-UNIT
7688707 [40],Cisco NCS 2006,NCS2K-PPMESH8-5AD,PPMESH8-5AD,No Description Listed
7688703 [12],Cisco NCS 2006,MF-8X10G-FO,PSHELF-1[PSHELF-MF10-6RU],MF-8X10G-FO
7688703 [14],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],MF-MPO-16LC
7688703 [25],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],MF-MPO-16LC
7688703 [1],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],MF-MPO-16LC
7688703 [29],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],MF-MPO-16LC
7688703 [22],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],MF-MPO-16LC
7688707 [36],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],PSUSB-1-4
7688707 [2],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],PSUSB-1-1
7688707 [34],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],PSUSB-1-3
7688707 [14],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],PSUSB-1-5
7688707 [12],Cisco NCS 2006,MF-MPO-16LC,PSHELF-1[PSHELF-MF10-6RU],PSUSB-1-2
7688707 [23],Cisco NCS 2006,NCS2K-MF10-6RU,PSHELF-1[PSHELF-MF10-6RU],No Description Listed
7688703 [16],Cisco NCS 2006,MF-PPMESH8-5AD,RACK-1,MF-PPMESH8-5AD
7688703 [10],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
7688704 [7],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
7688707 [1],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
7688707 [41],Cisco NCS 2006,MF-PPMESH8-5AD,RACK-1,USBP-1-A-4
143055918 [3],Cisco NCS 2006,MF-DEG-5,RACK-1,USBP-1-A-3
143055918 [8],Cisco NCS 2006,MF-UPG-4,RACK-1,USBP-1-A-1
143055918 [11],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
143055918 [1],Cisco NCS 2006,MF-MPO-16LC,RACK-1,MF-MPO-16LC
143055918 [7],Cisco NCS 2006,MF-MPO-16LC,RACK-1,MF-MPO-16LC
143055919 [3],Cisco NCS 2006,MF-DEG-5,RACK-1,USBP-1-A-3
143055919 [13],Cisco NCS 2006,MF-MPO-16LC,RACK-1,USBP-1-B-1
143055919 [6],Cisco NCS 2006,MF-UPG-4,RACK-1,USBP-1-A-1
143055919 [1],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
143055920 [19],Cisco NCS 2006,MF-MPO-16LC,RACK-1,USBP-1-A-5
143055920 [15],Cisco NCS 2006,MF-DEG-5,RACK-1,USBP-1-A-3
143055920 [23],Cisco NCS 2006,MF-MPO-16LC,RACK-1,USBP-1-B-1
143055920 [18],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
143055920 [16],Cisco NCS 2006,MF-UPG-4,RACK-1,USBP-1-A-1
143055921 [15],Cisco NCS 2006,MECH-UNIT,RACK-1,MECH-UNIT
143055921 [2],Cisco NCS 2006,MF-UPG-4,RACK-1,USBP-1-A-1
143055921 [5],Cisco NCS 2006,MF-MPO-16LC,RACK-1,USBP-1-B-1
143055921 [22],Cisco NCS 2006,MF-DEG-5,RACK-1,USBP-1-A-3
143055921 [6],Cisco NCS 2006,MF-MPO-16LC,RACK-1,USBP-1-A-5
7688693 [6],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688693 [4],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688693 [1],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688693 [7],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688693 [3],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688693 [2],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688695 [4],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688695 [6],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688695 [3],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688695 [2],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688695 [5],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688695 [1],Cisco NCS 2006,15454-M-TNCE-K9,SHELF,TNC-E
7688696 [6],Cisco NCS 2006,15454-OPT-EDFA-17,SHELF,OPT-EDFA-17
7688696 [7],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688696 [4],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688696 [5],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688696 [1],Cisco NCS 2006,15454-M-RAMAN-CTP=,SHELF,RAMAN-CTP
7688696 [3],Cisco NCS 2006,NCS2K-EDRA2-26C,SHELF,EDRA-2-26
7688697 [7],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688697 [6],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688697 [2],Cisco NCS 2006,NCS2K-EDRA2-26C,SHELF,EDRA-2-26
7688697 [1],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688697 [5],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688697 [3],Cisco NCS 2006,15454-OPT-EDFA-17,SHELF,OPT-EDFA-17
7688698 [2],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688698 [7],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688698 [4],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688698 [5],Cisco NCS 2006,15454-OPT-EDFA-17,SHELF,OPT-EDFA-17
7688698 [1],Cisco NCS 2006,NCS2K-EDRA2-26C,SHELF,EDRA-2-26
7688698 [6],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688699 [2],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688699 [6],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688699 [1],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688699 [5],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688699 [4],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688700 [1],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688700 [5],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688700 [6],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688700 [2],Cisco NCS 2006,15454-M-TNCE-K9,SHELF,TNC-E
7688700 [3],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688701 [6],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688701 [5],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688701 [4],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688701 [1],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688701 [2],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688705 [6],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688705 [2],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688705 [1],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688705 [5],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688705 [4],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688705 [3],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688706 [3],Cisco NCS 2006,NCS2006-ECU,SHELF,No Description Listed
7688706 [1],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688706 [4],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688706 [5],Cisco NCS 2006,15454-OPT-EDFA-17,SHELF,OPT-EDFA-17
7688706 [2],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688706 [10],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688706 [7],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688706 [8],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688706 [9],Cisco NCS 2006,15454-OPT-EDFA-17,SHELF,OPT-EDFA-17
7688708 [5],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688708 [6],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688708 [2],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688708 [4],Cisco NCS 2006,15454-M-TNCE-K9,SHELF,TNC-E
7688708 [1],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688709 [8],Cisco NCS 2006,15454-M-RAMAN-CTP=,SHELF,RAMAN-CTP
7688709 [5],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
7688709 [4],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688709 [1],Cisco NCS 2006,15454-OPT-EDFA-17,SHELF,OPT-EDFA-17
7688709 [7],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688709 [3],Cisco NCS 2006,NCS2K-EDRA2-26C,SHELF,EDRA-2-26
7688709 [2],Cisco NCS 2006,NCS2K-TNCS-O-K9,SHELF,TNCS-O
7688721 [4],Cisco NCS 2006,15454-M-TNCE-K9,SHELF,TNC-E
7688721 [6],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688721 [3],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688721 [2],Cisco NCS 2006,15454-M6-ECU,SHELF,No Description Listed
7688721 [8],Cisco NCS 2006,15454-M-FILLER,SHELF,FILLER
7688721 [5],Cisco NCS 2006,NCS2K-EDRA1-26C,SHELF,EDRA-1-26
7688721 [1],Cisco NCS 2006,15454-M-TNC-K9,SHELF,TNC
